E1	EA
E2	EP
E3	EP
E4	EP
E5	ET
E6	ET
E7	EE
E8	EE
E9	EA
E10	EA
E11	EE
E12	ES
E13	ES
E14	EB
E15	EB
E16	ER
E17	ER
E18	EN
